,multiverseid,name,artist,colors,colorIdentity,layout,cmc,rarity,type,subtypes,supertypes,power,toughness,set
18033,213805.0,Copper Carapace,Franz Vohwinkel,,,normal,1.0,Common,Artifact — Equipment,[Equipment],,,,MBS
18034,213822.0,Core Prowler,Dave Allsop,,,normal,4.0,Uncommon,Artifact Creature — Horror,[Horror],,2,2,MBS
18035,213749.0,Darksteel Plate,Daniel Ljunggren,,,normal,3.0,Rare,Artifact — Equipment,[Equipment],,,,MBS
18036,214055.0,Decimator Web,Daniel Ljunggren,,,normal,4.0,Rare,Artifact,,,,,MBS
18037,214032.0,Dross Ripper,David Rapoza,,[B],normal,4.0,Common,Artifact Creature — Hound,[Hound],,3,3,MBS
18038,221560.0,Flayer Husk,Igor Kieryluk,,,normal,1.0,Common,Artifact — Equipment,[Equipment],,,,MBS
18039,213768.0,Gust-Skimmer,Dan Scott,,[U],normal,2.0,Common,Artifact Creature — Insect,[Insect],,2,1,MBS
18040,213807.0,Hexplate Golem,Matt Cavotta,,,normal,7.0,Common,Artifact Creature — Golem,[Golem],,5,7,MBS
18041,213737.0,Ichor Wellspring,Steven Belledin,,,normal,2.0,Common,Artifact,,,,,MBS
18042,214035.0,Knowledge Pool,Mike Bierek,,,normal,6.0,Rare,Artifact,,,,,MBS
18043,214059.0,Lumengrid Gargoyle,Randis Albion,,,normal,6.0,Uncommon,Artifact Creature — Gargoyle,[Gargoyle],,4,4,MBS
18044,213740.0,Magnetic Mine,David Rapoza,,,normal,4.0,Rare,Artifact,,,,,MBS
18045,214068.0,Mirrorworks,John Avon,,,normal,5.0,Rare,Artifact,,,,,MBS
18046,213725.0,Mortarpod,Eric Deschamps,,,normal,2.0,Uncommon,Artifact — Equipment,[Equipment],,,,MBS
18047,213734.0,Myr Sire,Jaime Jones,,,normal,2.0,Common,Artifact Creature — Myr,[Myr],,1,1,MBS
18048,213757.0,Myr Turbine,Randis Albion,,,normal,5.0,Rare,Artifact,,,,,MBS
18049,214067.0,Myr Welder,Austin Hsu,,,normal,3.0,Rare,Artifact Creature — Myr,[Myr],,1,4,MBS
18050,213781.0,Peace Strider,Igor Kieryluk,,,normal,4.0,Uncommon,Artifact Creature — Construct,[Construct],,3,3,MBS
18051,213743.0,Phyrexian Digester,Dave Allsop,,,normal,3.0,Common,Artifact Creature — Construct,[Construct],,2,1,MBS
18052,214038.0,Phyrexian Juggernaut,Kev Walker,,,normal,6.0,Uncommon,Artifact Creature — Juggernaut,[Juggernaut],,5,5,MBS
18053,220589.0,Phyrexian Revoker,Kev Walker,,,normal,2.0,Rare,Artifact Creature — Horror,[Horror],,2,1,MBS
18054,221561.0,Pierce Strider,Igor Kieryluk,,,normal,4.0,Uncommon,Artifact Creature — Construct,[Construct],,3,3,MBS
18055,213742.0,Piston Sledge,Pete Venters,,,normal,3.0,Uncommon,Artifact — Equipment,[Equipment],,,,MBS
18056,213785.0,Plague Myr,Efrem Palacios,,,normal,2.0,Uncommon,Artifact Creature — Myr,[Myr],,1,1,MBS
18057,214047.0,Psychosis Crawler,Stephan Martiniere,,,normal,5.0,Rare,Artifact Creature — Horror,[Horror],,*,*,MBS
18058,213815.0,Razorfield Rhino,Kekai Kotaki,,,normal,6.0,Common,Artifact Creature — Rhino,[Rhino],,4,4,MBS
18059,213746.0,Rusted Slasher,Adrian Smith,,,normal,4.0,Common,Artifact Creature — Horror,[Horror],,4,1,MBS
18060,214042.0,Shimmer Myr,Jana Schirmer & Johannes Voss,,,normal,3.0,Rare,Artifact Creature — Myr,[Myr],,2,2,MBS
18061,213786.0,Shriekhorn,Erica Yang,,,normal,1.0,Common,Artifact,,,,,MBS
18062,213773.0,Signal Pest,Mark Zug,,,normal,1.0,Uncommon,Artifact Creature — Pest,[Pest],,0,1,MBS
18063,213738.0,Silverskin Armor,Terese Nielsen,,,normal,2.0,Uncommon,Artifact — Equipment,[Equipment],,,,MBS
18064,221562.0,Skinwing,Igor Kieryluk,,,normal,4.0,Uncommon,Artifact — Equipment,[Equipment],,,,MBS
18065,213776.0,Sphere of the Suns,Jana Schirmer & Johannes Voss,,,normal,2.0,Uncommon,Artifact,,,,,MBS
18066,214069.0,Spin Engine,Pete Venters,,[R],normal,3.0,Common,Artifact Creature — Construct,[Construct],,3,1,MBS
18067,214076.0,Spine of Ish Sah,Daniel Ljunggren,,,normal,7.0,Rare,Artifact,,,,,MBS
18068,213790.0,Strandwalker,Igor Kieryluk,,,normal,5.0,Uncommon,Artifact — Equipment,[Equipment],,,,MBS
18069,214070.0,Sword of Feast and Famine,Chris Rahn,,,normal,3.0,Mythic Rare,Artifact — Equipment,[Equipment],,,,MBS
18070,214041.0,Tangle Hulk,Mark Zug,,[G],normal,5.0,Common,Artifact Creature — Beast,[Beast],,5,3,MBS
18071,214039.0,Thopter Assembly,Volkan Baga,,,normal,6.0,Rare,Artifact Creature — Thopter,[Thopter],,5,5,MBS
18072,213730.0,Titan Forge,Svetlin Velinov,,,normal,3.0,Rare,Artifact,,,,,MBS
18073,213764.0,Training Drone,Matt Cavotta,,,normal,3.0,Common,Artifact Creature — Drone,[Drone],,4,4,MBS
18074,213784.0,Viridian Claw,Marc Simonetti,,,normal,2.0,Uncommon,Artifact — Equipment,[Equipment],,,,MBS
18075,213775.0,Contested War Zone,Scott Chou,,,normal,,Rare,Land,,,,,MBS
18076,213731.0,Inkmoth Nexus,Jung Park,,,normal,,Rare,Land,,,,,MBS
18077,214057.0,Plains,James Paick,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,MBS
18078,220366.0,Plains,James Paick,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,MBS
18079,220369.0,Island,Jung Park,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,MBS
18080,220365.0,Island,Jung Park,,[U],normal,,Basic Land,Basic Land — Island,[Island],[Basic],,,MBS
18081,220367.0,Swamp,Lars Grant-West,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,MBS
18082,220368.0,Swamp,Lars Grant-West,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,MBS
18083,214045.0,Mountain,Tomasz Jedruszek,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,MBS
18084,214066.0,Mountain,Tomasz Jedruszek,,[R],normal,,Basic Land,Basic Land — Mountain,[Mountain],[Basic],,,MBS
18085,214031.0,Forest,Mark Tedin,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,MBS
18086,214075.0,Forest,Mark Tedin,,[G],normal,,Basic Land,Basic Land — Forest,[Forest],[Basic],,,MBS
18087,382197.0,Soul Warden,Randy Gallegos,[White],[W],normal,1.0,Common,Creature — Human Cleric,"[Human, Cleric]",,1,1,MD1
18088,382201.0,Tidehollow Sculler,rk post,"[White, Black]","[W, B]",normal,2.0,Uncommon,Artifact Creature — Zombie,[Zombie],,2,2,MD1
18089,382192.0,Path to Exile,Todd Lockwood,[White],[W],normal,1.0,Uncommon,Instant,,,,,MD1
18090,382187.0,Inquisition of Kozilek,Tomasz Jedruszek,[Black],[B],normal,1.0,Uncommon,Sorcery,,,,,MD1
18091,382196.0,Shrine of Loyal Legions,Igor Kieryluk,,,normal,2.0,Uncommon,Artifact,,,,,MD1
18092,382186.0,Honor of the Pure,Greg Staples,[White],[W],normal,2.0,Rare,Enchantment,,,,,MD1
18093,382188.0,Intangible Virtue,Clint Cearley,[White],[W],normal,2.0,Uncommon,Enchantment,,,,,MD1
18094,382194.0,Raise the Alarm,John Matson,[White],[W],normal,2.0,Common,Instant,,,,,MD1
18095,382204.0,Zealous Persecution,Christopher Moeller,"[White, Black]","[W, B]",normal,2.0,Uncommon,Instant,,,,,MD1
18096,382200.0,Sword of Feast and Famine,Chris Rahn,,,normal,3.0,Mythic Rare,Artifact — Equipment,[Equipment],,,,MD1
18097,382191.0,Lingering Souls,Bud Cook,[White],"[W, B]",normal,3.0,Uncommon,Sorcery,,,,,MD1
18098,382198.0,Spectral Procession,Tomasz Jedruszek,[White],[W],normal,6.0,Uncommon,Sorcery,,,,,MD1
18099,382184.0,"Elspeth, Knight-Errant",Volkan Baga,[White],[W],normal,4.0,Mythic Rare,Planeswalker — Elspeth,[Elspeth],,,,MD1
18100,382180.0,Caves of Koilos,Jim Nelson,,"[W, B]",normal,,Rare,Land,,,,,MD1
18101,382181.0,City of Brass,Jung Park,,,normal,,Rare,Land,,,,,MD1
18102,382189.0,Isolated Chapel,Cliff Childs,,"[W, B]",normal,,Rare,Land,,,,,MD1
18103,382202.0,Vault of the Archangel,John Avon,,"[W, B]",normal,,Rare,Land,,,,,MD1
18104,382203.0,Windbrisk Heights,Omar Rayyan,,[W],normal,,Rare,Land,,,,,MD1
18105,382193.0,Plains,Adam Paquette,,[W],normal,,Basic Land,Basic Land — Plains,[Plains],[Basic],,,MD1
18106,382199.0,Swamp,Adam Paquette,,[B],normal,,Basic Land,Basic Land — Swamp,[Swamp],[Basic],,,MD1
18107,382195.0,Relic of Progenitus,Jean-Sébastien Rossbach,,,normal,1.0,Uncommon,Artifact,,,,,MD1
18108,382179.0,Burrenton Forge-Tender,Chuck Lukacs,[White],[W],normal,1.0,Uncommon,Creature — Kithkin Wizard,"[Kithkin, Wizard]",,1,1,MD1
18109,382183.0,Duress,Steven Belledin,[Black],[B],normal,1.0,Common,Sorcery,,,,,MD1
18110,382190.0,"Kataki, War's Wage",Matt Thompson,[White],[W],normal,2.0,Rare,Legendary Creature — Spirit,[Spirit],[Legendary],2,1,MD1
18111,382182.0,Dismember,Terese Nielsen,[Black],[B],normal,3.0,Uncommon,Instant,,,,,MD1
18112,382185.0,Ghost Quarter,Peter Mohrbacher,,,normal,,Uncommon,Land,,,,,MD1
18113,184585.0,Abbey Gargoyles,Christopher Rush,[White],[W],normal,5.0,Uncommon,Creature — Gargoyle,[Gargoyle],,3,4,ME2
18114,184746.0,Angel of Fury,Keith Parkinson,[White],[W],normal,6.0,Rare,Creature — Angel,[Angel],,3,5,ME2
18115,184753.0,Angel of Light,Todd Lockwood,[White],[W],normal,5.0,Uncommon,Creature — Angel,[Angel],,3,3,ME2
18116,184726.0,Armor of Faith,Anson Maddocks,[White],[W],normal,1.0,Common,Enchantment — Aura,[Aura],,,,ME2
18117,184728.0,Armored Griffin,Bradley Williams,[White],[W],normal,4.0,Common,Creature — Griffin,[Griffin],,2,3,ME2
18118,184490.0,Aysen Bureaucrats,Alan Rabinowitz,[White],[W],normal,2.0,Common,Creature — Human Advisor,"[Human, Advisor]",,1,1,ME2
18119,184587.0,Aysen Crusader,NéNé Thomas,[White],[W],normal,4.0,Uncommon,Creature — Human Knight,"[Human, Knight]",,2+*,2+*,ME2
18120,184607.0,Caribou Range,Ruth Thompson,[White],[W],normal,4.0,Rare,Enchantment — Aura,[Aura],,,,ME2
18121,184686.0,Combat Medic,Anson Maddocks,[White],[W],normal,3.0,Common,Creature — Human Cleric Soldier,"[Human, Cleric, Soldier]",,0,2,ME2
18122,184689.0,Disenchant,Brian Snõddy,[White],[W],normal,2.0,Common,Instant,,,,,ME2
18123,184621.0,Energy Storm,Sandra Everingham,[White],[W],normal,2.0,Rare,Enchantment,,,,,ME2
18124,184730.0,Errand of Duty,Julie Baroh,[White],[W],normal,2.0,Uncommon,Instant,,,,,ME2
18125,184643.0,Farrel's Mantle,Anthony S. Waters,[White],[W],normal,3.0,Uncommon,Enchantment — Aura,[Aura],,,,ME2
18126,184729.0,Farrel's Zealot,Richard Kane Ferguson,[White],[W],normal,3.0,Uncommon,Creature — Human,[Human],,2,2,ME2
18127,184695.0,Icatian Javelineers,Melissa A. Benson,[White],[W],normal,1.0,Common,Creature — Human Soldier,"[Human, Soldier]",,1,1,ME2
18128,184491.0,Icatian Phalanx,Kaja Foglio,[White],[W],normal,5.0,Common,Creature — Human Soldier,"[Human, Soldier]",,2,4,ME2
18129,184696.0,Icatian Scout,Richard Kane Ferguson,[White],[W],normal,1.0,Common,Creature — Human Soldier Scout,"[Human, Soldier, Scout]",,1,1,ME2
18130,184635.0,Inheritance,Kaja Foglio,[White],[W],normal,1.0,Uncommon,Enchantment,,,,,ME2
18131,184551.0,Ivory Gargoyle,Quinton Hoover,[White],[W],normal,5.0,Rare,Creature — Gargoyle,[Gargoyle],,2,2,ME2
18132,184552.0,Juniper Order Advocate,Douglas Shuler,[White],[W],normal,3.0,Uncommon,Creature — Human Knight,"[Human, Knight]",,1,2,ME2
18133,184642.0,Kjeldoran Elite Guard,Melissa A. Benson,[White],[W],normal,4.0,Common,Creature — Human Soldier,"[Human, Soldier]",,2,2,ME2
18134,184554.0,Kjeldoran Home Guard,Andi Rusu,[White],[W],normal,4.0,Uncommon,Creature — Human Soldier,"[Human, Soldier]",,1,6,ME2
18135,184644.0,Kjeldoran Skycaptain,Mark Poole,[White],[W],normal,5.0,Common,Creature — Human Soldier,"[Human, Soldier]",,2,2,ME2
18136,184649.0,Lost Order of Jarkeld,Andi Rusu,[White],[W],normal,4.0,Rare,Creature — Human Knight,"[Human, Knight]",,1+*,1+*,ME2
18137,184658.0,Order of the Sacred Torch,Ruth Thompson,[White],[W],normal,3.0,Rare,Creature — Human Knight,"[Human, Knight]",,2,2,ME2
18138,184659.0,Order of the White Shield,Ruth Thompson,[White],[W],normal,2.0,Uncommon,Creature — Human Knight,"[Human, Knight]",,2,1,ME2
18139,184724.0,Ravages of War,Fang Yue,[White],[W],normal,4.0,Rare,Sorcery,,,,,ME2
18140,184597.0,Reinforcements,Diana Vick,[White],[W],normal,1.0,Common,Instant,,,,,ME2
18141,184707.0,Reprisal,Randy Asplund-Faith,[White],[W],normal,2.0,Common,Instant,,,,,ME2
18142,184756.0,Righteous Fury,"Edward P. Beard, Jr.",[White],[W],normal,6.0,Rare,Sorcery,,,,,ME2
18143,184715.0,Royal Decree,Pete Venters,[White],[W],normal,4.0,Rare,Enchantment,,,,,ME2
18144,184758.0,Royal Trooper,Scott M. Fischer,[White],[W],normal,3.0,Common,Creature — Human Soldier,"[Human, Soldier]",,2,2,ME2
18145,184608.0,Sacred Boon,Mike Raabe,[White],[W],normal,2.0,Uncommon,Instant,,,,,ME2
18146,184572.0,Scars of the Veteran,Dan Frazier,[White],[W],normal,5.0,Rare,Instant,,,,,ME2
18147,184702.0,Shield Bearer,Dan Frazier,[White],[W],normal,2.0,Common,Creature — Human Soldier,"[Human, Soldier]",,0,3,ME2
18148,184744.0,Sustaining Spirit,Rebecca Guay,[White],[W],normal,2.0,Rare,Creature — Angel Spirit,"[Angel, Spirit]",,0,3,ME2
18149,184675.0,Swords to Plowshares,Kaja Foglio,[White],[W],normal,1.0,Uncommon,Instant,,,,,ME2
18150,184719.0,Warning,Pat Morrissey,[White],[W],normal,1.0,Common,Instant,,,,,ME2
18151,184722.0,Aether Storm,Mark Tedin,[Blue],[U],normal,4.0,Uncommon,Enchantment,,,,,ME2
18152,184603.0,Balduvian Conjurer,Mark Tedin,[Blue],[U],normal,2.0,Common,Creature — Human Wizard,"[Human, Wizard]",,0,2,ME2
18153,184605.0,Binding Grasp,Ruth Thompson,[Blue],[U],normal,4.0,Rare,Enchantment — Aura,[Aura],,,,ME2
18154,184606.0,Brainstorm,Christopher Rush,[Blue],[U],normal,1.0,Common,Instant,,,,,ME2
18155,184761.0,Browse,Phil Foglio,[Blue],[U],normal,4.0,Uncommon,Enchantment,,,,,ME2
18156,184687.0,Counterspell,L. A. Williams,[Blue],[U],normal,2.0,Uncommon,Instant,,,,,ME2
18157,184477.0,Deep Spawn,Mark Tedin,[Blue],[U],normal,8.0,Rare,Creature — Homarid,[Homarid],,6,6,ME2
18158,184618.0,Dreams of the Dead,Heather Hudson,[Blue],[U],normal,4.0,Rare,Enchantment,,,,,ME2
18159,184622.0,Enervate,L. A. Williams,[Blue],[U],normal,2.0,Common,Instant,,,,,ME2
18160,184731.0,Essence Flare,Richard Kane Ferguson,[Blue],[U],normal,1.0,Common,Enchantment — Aura,[Aura],,,,ME2
18161,184733.0,Iceberg,Jeff A. Menges,[Blue],[U],normal,2.0,Uncommon,Enchantment,,,,,ME2
18162,184754.0,Icy Prison,Anson Maddocks,[Blue],[U],normal,2.0,Common,Enchantment,,,,,ME2
18163,184646.0,Krovikan Sorcerer,Pat Morrissey,[Blue],[U],normal,3.0,Common,Creature — Human Wizard,"[Human, Wizard]",,1,1,ME2
18164,184697.0,Lat-Nam's Legacy,Tom Wänerstrand,[Blue],[U],normal,2.0,Common,Instant,,,,,ME2
18165,184732.0,Magus of the Unseen,Kaja Foglio,[Blue],[U],normal,2.0,Rare,Creature — Human Wizard,"[Human, Wizard]",,1,1,ME2
18166,184593.0,Marjhan,Daniel Gelon,[Blue],[U],normal,7.0,Rare,Creature — Serpent,[Serpent],,8,8,ME2
18167,184747.0,Mesmeric Trance,Dan Frazier,[Blue],[U],normal,3.0,Rare,Enchantment,,,,,ME2
18168,184755.0,Musician,Drew Tucker,[Blue],[U],normal,3.0,Rare,Creature — Human Wizard,"[Human, Wizard]",,1,3,ME2
18169,184594.0,Narwhal,David A. Cherry,[Blue],[U],normal,4.0,Uncommon,Creature — Whale,[Whale],,2,2,ME2
18170,184775.0,Personal Tutor,D. Alexander Gregory,[Blue],[U],normal,1.0,Uncommon,Sorcery,,,,,ME2
18171,184708.0,Phantasmal Mount,Melissa A. Benson,[Blue],[U],normal,2.0,Common,Creature — Illusion Horse,"[Illusion, Horse]",,1,1,ME2
18172,184661.0,Portent,Liz Danforth,[Blue],[U],normal,1.0,Common,Sorcery,,,,,ME2
18173,184663.0,Ray of Command,Harold McNeill,[Blue],[U],normal,4.0,Uncommon,Instant,,,,,ME2
18174,184725.0,Red Cliffs Armada,Zhang Jiazhen,[Blue],[U],normal,5.0,Common,Creature — Human Soldier,"[Human, Soldier]",,5,4,ME2
18175,184738.0,Screeching Drake,Anson Maddocks,[Blue],[U],normal,4.0,Common,Creature — Drake,[Drake],,2,2,ME2
18176,184769.0,Sea Drake,Rebecca Guay,[Blue],[U],normal,3.0,Rare,Creature — Drake,[Drake],,4,3,ME2
18177,184660.0,Sea Spirit,Rob Alexander,[Blue],[U],normal,5.0,Uncommon,Creature — Elemental Spirit,"[Elemental, Spirit]",,2,3,ME2
18178,184721.0,Shyft,Richard Thomas,[Blue],[U],normal,5.0,Common,Creature — Shapeshifter,[Shapeshifter],,4,2,ME2
18179,184665.0,Sibilant Spirit,Ron Spencer,[Blue],[U],normal,6.0,Rare,Creature — Spirit,[Spirit],,5,6,ME2
18180,184581.0,Storm Elemental,John Matson,[Blue],[U],normal,6.0,Uncommon,Creature — Elemental,[Elemental],,3,4,ME2
18181,184770.0,Temporal Manipulation,Anson Maddocks,[Blue],[U],normal,5.0,Rare,Sorcery,,,,,ME2
18182,184582.0,Thought Lash,Mark Tedin,[Blue],[U],normal,4.0,Rare,Enchantment,,,,,ME2
18183,184739.0,Thunder Wall,Richard Thomas,[Blue],[U],normal,3.0,Uncommon,Creature — Wall,[Wall],,0,2,ME2
18184,184706.0,Viscerid Armor,Heather Hudson,[Blue],[U],normal,2.0,Common,Enchantment — Aura,[Aura],,,,ME2
18185,184764.0,Viscerid Drone,Heather Hudson,[Blue],[U],normal,2.0,Uncommon,Creature — Homarid Drone,"[Homarid, Drone]",,1,2,ME2
18186,184598.0,Wall of Kelp,Alan Rabinowitz,[Blue],[U],normal,2.0,Common,Creature — Plant Wall,"[Plant, Wall]",,0,3,ME2
18187,184680.0,Wind Spirit,Kaja Foglio,[Blue],[U],normal,5.0,Uncommon,Creature — Elemental Spirit,"[Elemental, Spirit]",,3,2,ME2
18188,184683.0,Zuran Spellcaster,"Edward P. Beard, Jr.",[Blue],[U],normal,3.0,Common,Creature — Human Wizard,"[Human, Wizard]",,1,1,ME2
18189,184684.0,Armor Thrull,Pete Venters,[Black],[B],normal,3.0,Common,Creature — Thrull,[Thrull],,1,3,ME2
18190,184601.0,Ashen Ghoul,Ron Spencer,[Black],[B],normal,4.0,Uncommon,Creature — Zombie,[Zombie],,3,1,ME2
18191,184735.0,Balduvian Dead,Mike Kimble,[Black],"[B, R]",normal,4.0,Uncommon,Creature — Zombie,[Zombie],,2,3,ME2
18192,184736.0,Brine Shaman,Cornelius Brudi,[Black],"[B, U]",normal,2.0,Common,Creature — Human Cleric Shaman,"[Human, Cleric, Shaman]",,1,1,ME2
18193,184589.0,Broken Visage,Mike Kimble,[Black],[B],normal,5.0,Uncommon,Instant,,,,,ME2
18194,184669.0,Cloak of Confusion,Margaret Organ-Kean,[Black],[B],normal,2.0,Common,Enchantment — Aura,[Aura],,,,ME2
18195,184612.0,Dance of the Dead,Randy Gallegos,[Black],[B],normal,2.0,Uncommon,Enchantment — Aura,[Aura],,,,ME2
18196,184613.0,Dark Banishing,Drew Tucker,[Black],[B],normal,3.0,Common,Instant,,,,,ME2
18197,184614.0,Demonic Consultation,Rob Alexander,[Black],[B],normal,1.0,Uncommon,Instant,,,,,ME2
18198,184734.0,Drift of the Dead,Brian Snõddy,[Black],[B],normal,4.0,Common,Creature — Wall,[Wall],,*,*,ME2
18199,184703.0,Dry Spell,Brian Snõddy,[Black],[B],normal,2.0,Common,Sorcery,,,,,ME2
18200,184538.0,Dystopia,Ruth Thompson,[Black],[B],normal,3.0,Rare,Enchantment,,,,,ME2
18201,184482.0,Ebon Praetor,Randy Asplund-Faith,[Black],[B],normal,6.0,Rare,Creature — Avatar Praetor,"[Avatar, Praetor]",,5,5,ME2
18202,184625.0,Foul Familiar,Anson Maddocks,[Black],[B],normal,3.0,Common,Creature — Spirit,[Spirit],,3,1,ME2
18203,184671.0,Funeral March,John Coulthart,[Black],[B],normal,3.0,Common,Enchantment — Aura,[Aura],,,,ME2
18204,184627.0,Gangrenous Zombies,Brian Snõddy,[Black],[B],normal,3.0,Common,Creature — Zombie,[Zombie],,2,2,ME2
18205,184588.0,Grandmother Sengir,Pete Venters,[Black],[B],normal,5.0,Rare,Legendary Creature — Human Wizard,"[Human, Wizard]",[Legendary],3,3,ME2
18206,184634.0,Icequake,Richard Kane Ferguson,[Black],[B],normal,3.0,Common,Sorcery,,,,,ME2
18207,184591.0,Ihsan's Shade,Christopher Rush,[Black],[B],normal,6.0,Rare,Legendary Creature — Shade Knight,"[Shade, Knight]",[Legendary],5,5,ME2
18208,184717.0,Imperial Seal,Li Tie,[Black],[B],normal,1.0,Rare,Sorcery,,,,,ME2
18209,184637.0,Infernal Darkness,Phil Foglio,[Black],[B],normal,4.0,Rare,Enchantment,,,,,ME2
18210,184641.0,Kjeldoran Dead,Melissa A. Benson,[Black],[B],normal,1.0,Common,Creature — Skeleton,[Skeleton],,3,1,ME2
18211,184645.0,Knight of Stromgald,Mark Poole,[Black],[B],normal,2.0,Uncommon,Creature — Human Knight,"[Human, Knight]",,2,1,ME2
18212,184737.0,Krovikan Fetish,Heather Hudson,[Black],[B],normal,3.0,Common,Enchantment — Aura,[Aura],,,,ME2
18213,184556.0,Krovikan Horror,Christopher Rush,[Black],[B],normal,4.0,Rare,Creature — Horror Spirit,"[Horror, Spirit]",,2,2,ME2
18214,184647.0,Krovikan Vampire,Quinton Hoover,[Black],[B],normal,5.0,Uncommon,Creature — Vampire,[Vampire],,3,3,ME2
18215,184714.0,Lim-Dûl's High Guard,Anson Maddocks,[Black],[B],normal,3.0,Uncommon,Creature — Skeleton,[Skeleton],,2,1,ME2
18216,184740.0,Minion of Leshrac,L. A. Williams,[Black],[B],normal,7.0,Rare,Creature — Demon Minion,"[Demon, Minion]",,5,5,ME2
18217,184698.0,Misinformation,Richard Kane Ferguson,[Black],[B],normal,1.0,Uncommon,Instant,,,,,ME2
18218,184699.0,Necrite,Ron Spencer,[Black],[B],normal,3.0,Common,Creature — Thrull,[Thrull],,2,2,ME2
18219,184651.0,Necropotence,Mark Tedin,[Black],[B],normal,3.0,Rare,Enchantment,,,,,ME2
18220,190426.0,Phantasmal Fiend,Scott Kirschner,[Black],"[B, U]",normal,4.0,Common,Creature — Illusion,[Illusion],,1,5,ME2
18221,184570.0,Ritual of the Machine,Anson Maddocks,[Black],[B],normal,4.0,Rare,Sorcery,,,,,ME2
18222,184745.0,Songs of the Damned,Pete Venters,[Black],[B],normal,1.0,Common,Instant,,,,,ME2
18223,184517.0,Soul Exchange,Anthony S. Waters,[Black],[B],normal,2.0,Uncommon,Sorcery,,,,,ME2
18224,184611.0,Soul Kiss,Nicola Leonard,[Black],[B],normal,3.0,Uncommon,Enchantment — Aura,[Aura],,,,ME2
18225,184673.0,Stromgald Cabal,Anson Maddocks,[Black],[B],normal,3.0,Rare,Creature — Human Knight,"[Human, Knight]",,2,2,ME2
18226,184681.0,Withering Wisps,NéNé Thomas,[Black],[B],normal,3.0,Uncommon,Enchantment,,,,,ME2
18227,184543.0,Ambush Party,Charles Gillespie,[Red],[R],normal,5.0,Common,Creature — Human Rogue,"[Human, Rogue]",,3,1,ME2
18228,184600.0,Anarchy,Phil Foglio,[Red],[R],normal,4.0,Rare,Sorcery,,,,,ME2
18229,184586.0,An-Zerrin Ruins,Dennis Detwiller,[Red],[R],normal,4.0,Rare,Enchantment,,,,,ME2
18230,184757.0,Balduvian Hydra,Melissa A. Benson,[Red],[R],normal,2.0,Rare,Creature — Hydra,[Hydra],,0,1,ME2
18231,184685.0,Brassclaw Orcs,Rob Alexander,[Red],[R],normal,3.0,Common,Creature — Orc,[Orc],,3,2,ME2
18232,184767.0,Brimstone Dragon,David A. Cherry,[Red],[R],normal,8.0,Rare,Creature — Dragon,[Dragon],,6,6,ME2
18233,184762.0,Burnout,Mike Raabe,[Red],[R],normal,2.0,Uncommon,Instant,,,,,ME2
18234,184609.0,Conquer,Randy Gallegos,[Red],[R],normal,5.0,Uncommon,Enchantment — Aura,[Aura],,,,ME2
18235,184537.0,Death Spark,Mark Tedin,[Red],[R],normal,1.0,Common,Instant,,,,,ME2
18236,184741.0,Errantry,Scott Kirschner,[Red],[R],normal,2.0,Common,Enchantment — Aura,[Aura],,,,ME2
18237,184723.0,Fire Dragon,William Simpson,[Red],[R],normal,9.0,Rare,Creature — Dragon,[Dragon],,6,6,ME2
18238,184743.0,Flame Spirit,Justin Hampton,[Red],[R],normal,5.0,Uncommon,Creature — Elemental Spirit,"[Elemental, Spirit]",,2,3,ME2
18239,184632.0,Glacial Crevasses,Mike Raabe,[Red],[R],normal,3.0,Rare,Enchantment,,,,,ME2
18240,184690.0,Goblin Ski Patrol,Mark Poole,[Red],[R],normal,2.0,Common,Creature — Goblin,[Goblin],,1,1,ME2
18241,184693.0,Gorilla Shaman,Anthony S. Waters,[Red],[R],normal,1.0,Uncommon,Creature — Ape Shaman,"[Ape, Shaman]",,1,1,ME2
18242,184716.0,Imperial Recruiter,Mitsuaki Sagiri,[Red],[R],normal,3.0,Rare,Creature — Human Advisor,"[Human, Advisor]",,1,1,ME2
18243,184636.0,Incinerate,Mark Poole,[Red],[R],normal,2.0,Common,Instant,,,,,ME2
18244,184759.0,Ironclaw Orcs,Anson Maddocks,[Red],[R],normal,2.0,Common,Creature — Orc,[Orc],,2,2,ME2
18245,184713.0,Karplusan Giant,Daniel Gelon,[Red],[R],normal,7.0,Uncommon,Creature — Giant,[Giant],,3,3,ME2
18246,184648.0,Lava Burst,Tom Wänerstrand,[Red],[R],normal,1.0,Uncommon,Sorcery,,,,,ME2
18247,184650.0,Meteor Shower,Rick Emond,[Red],[R],normal,1.0,Common,Sorcery,,,,,ME2
18248,184727.0,Mudslide,Brian Snõddy,[Red],[R],normal,3.0,Rare,Enchantment,,,,,ME2
18249,184774.0,Orc General,Jesper Myrfors,[Red],[R],normal,3.0,Uncommon,Creature — Orc Warrior,"[Orc, Warrior]",,2,2,ME2
